program runtime size blocksize iteration threads gflops model strat visits_per_task steals_per_task foo
dpotrf_taskdep simulation 32768 512 1 167 2178.82 IdchireAffinityAVG Affinity 1151.32 6.3028 0
dpotrf_taskdep simulation 32768 512 1 170 2199.47 IdchireAffinityAVG Affinity 1295.17 6.96077 0
dpotrf_taskdep simulation 32768 512 1 166 2093.18 IdchireAffinityAVG Affinity 1283.93 6.90927 0
dpotrf_taskdep simulation 32768 512 1 165 2019.21 IdchireAffinityAVG Affinity 1390.64 7.40846 0
dpotrf_taskdep simulation 32768 512 1 172 2057.51 IdchireAffinityAVG Affinity 1463.85 7.73894 0
dpotrf_taskdep simulation 32768 512 1 178 2175.84 IdchireAffinityAVG Affinity 1398.71 7.44425 0
dpotrf_taskdep simulation 32768 512 1 174 2178.28 IdchireAffinityAVG Affinity 1428.28 7.57867 0
dpotrf_taskdep simulation 32768 512 1 177 2245.24 IdchireAffinityAVG Affinity 1382.49 7.37111 0
dpotrf_taskdep simulation 32768 512 1 175 2183.9 IdchireAffinityAVG Affinity 1458.35 7.72312 0
dpotrf_taskdep simulation 32768 512 1 169 2070.76 IdchireAffinityAVG Affinity 1785.66 9.23407 0
dpotrf_taskdep simulation 32768 512 1 173 2129.1 IdchireAffinityAVG Affinity 1536.5 8.07378 0
dpotrf_taskdep simulation 32768 512 1 171 2077.46 IdchireAffinityAVG Affinity 1629.29 8.50271 0
dpotrf_taskdep simulation 32768 512 1 179 2200.46 IdchireAffinityAVG Affinity 1586.75 8.30999 0
dpotrf_taskdep simulation 32768 512 1 185 2359.73 IdchireAffinityAVG Affinity 1384.56 7.37913 0
dpotrf_taskdep simulation 32768 512 1 180 2180.52 IdchireAffinityAVG Affinity 1657.62 8.64613 0
dpotrf_taskdep simulation 32768 512 1 183 2139.45 IdchireAffinityAVG Affinity 1696.77 8.82579 0
dpotrf_taskdep simulation 32768 512 1 188 2412.67 IdchireAffinityAVG Affinity 1405.9 7.47369 0
dpotrf_taskdep simulation 32768 512 1 176 2103.29 IdchireAffinityAVG Affinity 1972.24 10.0953 0
dpotrf_taskdep simulation 32768 512 1 186 2307.24 IdchireAffinityAVG Affinity 1521.1 8.0132 0
dpotrf_taskdep simulation 32768 512 1 182 2254.23 IdchireAffinityAVG Affinity 1869.24 9.61792 0
dpotrf_taskdep simulation 32768 512 1 187 2336.82 IdchireAffinityAVG Affinity 1475.64 7.79893 0
dpotrf_taskdep simulation 32768 512 1 181 2175.46 IdchireAffinityAVG Affinity 1855.49 9.5604 0
dpotrf_taskdep simulation 32768 512 1 184 2199.64 IdchireAffinityAVG Affinity 1845.83 9.5073 0
dpotrf_taskdep simulation 32768 512 1 189 2401.65 IdchireAffinityAVG Affinity 1392.98 7.40706 0
dpotrf_taskdep simulation 32768 512 1 192 2304.82 IdchireAffinityAVG Affinity 1775.48 9.1418 0
dpotrf_taskdep simulation 32768 512 1 190 2278.48 IdchireAffinityAVG Affinity 1882.91 9.65345 0
dpotrf_taskdep simulation 32768 512 1 191 2245.54 IdchireAffinityAVG Affinity 2022.33 10.2728 0
