program runtime size blocksize iteration threads gflops model strat foo
dpotrf_taskdep simulation 32768 512 1 156 1706.71 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 156 2326.1 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 157 1723.05 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 157 2377.01 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 158 1742.85 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 158 2373.73 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 159 1750.04 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 159 2398.43 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 160 1752.28 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 160 2405.26 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 161 1762.64 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 161 2431.7 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 162 1762.15 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 162 2428.56 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 163 1781.94 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 163 2453.91 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 164 1797.82 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 164 2463.38 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 165 1802.14 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 165 2472.83 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 166 1826.97 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 166 2488.43 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 167 1825.07 IdchireMin RandLoc 0
